id,age,c_charge_degree,race,age_cat,score_text,sex,priors_count,days_b_screening_arrest,decile_score,is_recid,two_year_recid,c_jail_in,c_jail_out,length_of_stay
8515,36,F,African-American,25 - 45,Low,Female,1,-1.0,2,0,0,2013-12-14 05:59:59,2013-12-15 09:13:09,1
8517,23,M,African-American,Less than 25,Low,Male,0,-1.0,3,1,1,2014-05-21 02:29:44,2014-05-22 01:55:58,0
8518,21,F,African-American,Less than 25,High,Male,1,0.0,10,1,1,2014-07-27 02:11:39,2014-07-28 02:07:59,0
8520,29,F,African-American,25 - 45,Medium,Male,6,-1.0,6,1,1,2014-04-23 02:44:54,2014-04-24 03:44:57,1
8524,29,M,African-American,25 - 45,Medium,Male,4,-1.0,5,1,0,2014-01-03 08:50:29,2014-01-04 08:41:19,0
8526,26,M,African-American,25 - 45,High,Female,0,-6.0,9,0,0,2013-09-13 01:13:58,2013-09-19 11:14:04,6
8527,50,M,Caucasian,Greater than 45,Low,Female,7,-8.0,1,1,1,2014-04-15 12:42:16,2014-04-23 10:42:28,7
8528,32,F,African-American,25 - 45,Low,Male,1,-1.0,2,0,0,2013-10-31 10:30:22,2014-02-07 04:46:55,98
8532,30,F,African-American,25 - 45,Low,Male,1,-1.0,2,0,0,2013-10-16 08:02:20,2014-01-08 01:09:58,83
8533,25,F,African-American,25 - 45,Medium,Male,0,-1.0,5,0,0,2013-04-19 08:44:54,2013-04-20 07:40:27,0
8534,44,F,Caucasian,25 - 45,Medium,Female,10,-1.0,5,1,1,2013-04-12 08:11:04,2013-04-18 06:25:20,5
8535,58,F,African-American,Greater than 45,Low,Male,0,-1.0,4,1,1,2014-12-04 04:55:20,2014-12-05 09:04:06,1
8539,24,F,African-American,Less than 25,Medium,Male,5,0.0,6,0,0,2014-03-04 12:52:41,2014-03-04 09:07:07,-1
8543,20,F,African-American,Less than 25,High,Male,1,-1.0,10,1,1,2014-04-11 05:54:24,2014-04-12 09:20:49,1
8544,29,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,1,1,2014-01-26 06:15:41,2014-01-27 01:32:18,0
8546,21,F,Caucasian,Less than 25,Medium,Male,1,-1.0,5,0,0,2014-03-01 04:36:34,2014-03-02 04:12:07,0
8551,46,F,Caucasian,Greater than 45,Low,Female,1,-30.0,1,0,0,2013-09-25 12:39:53,2013-10-25 10:50:37,29
8552,29,F,African-American,25 - 45,High,Male,17,-1.0,10,1,1,2013-05-16 01:08:50,2013-05-31 06:08:06,15
8554,30,F,African-American,25 - 45,Low,Male,0,-1.0,4,1,1,2014-12-29 01:10:58,2014-12-30 07:49:38,1
8558,55,F,African-American,Greater than 45,Low,Male,8,-1.0,1,1,1,2014-03-14 01:30:35,2014-03-16 09:21:01,2
8560,47,M,Caucasian,Greater than 45,Low,Male,2,-30.0,1,0,0,2013-09-15 05:58:40,2013-10-13 02:50:10,27
8565,30,F,African-American,25 - 45,High,Male,13,-1.0,10,1,1,2014-06-15 06:51:59,2015-10-03 06:50:34,474
8568,24,F,African-American,Less than 25,Medium,Male,4,-1.0,5,1,1,2013-03-13 05:35:00,2013-03-14 11:54:52,1
8570,45,F,Caucasian,Greater than 45,Medium,Male,0,-1.0,6,1,1,2014-07-10 12:54:53,2014-07-12 04:54:53,1
8572,26,M,African-American,25 - 45,Medium,Male,2,-26.0,5,0,0,2013-08-31 05:25:20,2013-09-02 08:15:01,2
8574,42,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,0,0,2014-03-17 10:13:17,2014-03-18 01:20:01,0
8575,34,M,African-American,25 - 45,Low,Male,1,-1.0,2,0,0,2014-03-05 08:17:11,2014-03-07 11:03:13,2
8576,21,M,African-American,Less than 25,Low,Male,0,0.0,4,1,1,2013-02-21 05:41:14,2013-02-22 01:25:03,0
8577,69,M,Caucasian,Greater than 45,Low,Female,2,0.0,1,0,0,2013-02-04 05:06:23,2013-02-04 12:44:20,0
8578,24,F,Caucasian,Less than 25,Medium,Male,5,-22.0,5,1,1,2013-11-19 12:51:43,2013-11-25 10:05:19,5
8579,45,M,African-American,Greater than 45,Low,Male,1,-1.0,1,0,0,2013-02-23 07:57:28,2013-02-24 06:47:57,0
8583,25,M,African-American,25 - 45,High,Male,8,-1.0,8,1,1,2014-01-04 11:03:36,2014-01-05 01:49:49,0
8586,52,M,African-American,Greater than 45,Low,Male,2,-1.0,1,0,0,2014-02-19 05:45:59,2014-03-02 01:23:10,10
8589,30,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,2014-03-02 12:10:27,2014-03-03 01:31:13,0
8596,38,M,African-American,25 - 45,Low,Male,2,0.0,4,1,1,2013-02-18 02:22:34,2013-02-28 09:53:23,10
8598,23,F,African-American,Less than 25,Medium,Male,4,-1.0,7,1,1,2013-12-03 08:34:00,2013-12-04 08:03:41,0
8604,22,F,African-American,Less than 25,Medium,Female,0,0.0,6,0,0,2013-03-12 03:02:14,2013-03-13 08:18:53,1
8605,35,F,African-American,25 - 45,Low,Male,6,-1.0,3,0,0,2013-10-14 07:50:41,2013-10-15 01:24:28,0
8606,24,F,African-American,Less than 25,Medium,Male,0,0.0,7,1,1,2013-09-27 03:19:18,2013-09-28 01:33:31,0
8608,35,M,African-American,25 - 45,Medium,Male,1,-1.0,6,1,0,2013-04-02 05:26:56,2013-06-05 09:30:05,64
8609,25,F,African-American,25 - 45,Medium,Male,2,-1.0,6,0,0,2013-02-22 09:54:24,2013-02-23 08:54:17,0
8610,58,M,Caucasian,Greater than 45,Low,Male,3,-4.0,2,0,0,2013-07-25 12:57:53,2013-07-25 09:15:58,-1
8611,27,F,African-American,25 - 45,Low,Male,7,-1.0,4,1,1,2013-01-19 04:46:04,2013-01-21 07:41:13,2
8612,24,F,African-American,Less than 25,High,Male,6,0.0,9,1,1,2013-10-11 08:31:44,2013-11-26 07:42:13,45
8613,33,M,Caucasian,25 - 45,Low,Male,2,-23.0,2,0,0,2013-03-18 04:53:59,2013-03-18 06:31:57,0
8616,44,F,Caucasian,25 - 45,Low,Male,4,-1.0,3,0,0,2013-04-07 07:17:55,2013-04-08 07:34:18,1
8617,30,F,African-American,25 - 45,Medium,Male,3,-1.0,5,0,0,2013-11-11 06:16:38,2013-11-13 09:55:31,2
8619,28,F,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,0,2013-03-29 11:03:56,2013-03-30 08:06:57,0
8621,34,F,African-American,25 - 45,Low,Male,1,-1.0,2,0,0,2013-09-20 07:19:58,2013-09-21 08:53:51,1
8622,26,F,African-American,25 - 45,High,Male,1,-30.0,8,1,1,2014-07-30 01:18:15,2014-08-03 10:39:29,4
8625,23,F,African-American,Less than 25,Low,Male,0,-1.0,2,0,0,2014-03-14 01:21:01,2014-03-16 03:52:46,2
8626,29,F,Caucasian,25 - 45,High,Male,11,-1.0,8,1,1,2014-11-11 02:16:40,2014-12-30 07:24:53,49
8627,31,M,African-American,25 - 45,Low,Male,0,-1.0,4,0,0,2013-12-21 10:04:52,2013-12-22 01:15:23,0
8630,30,F,African-American,25 - 45,High,Male,14,-1.0,8,1,1,2013-01-13 04:38:35,2013-03-18 07:21:25,64
8633,21,F,Caucasian,Less than 25,Low,Male,2,-1.0,4,1,1,2014-06-06 11:55:43,2014-08-23 05:14:41,77
8634,44,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,2013-09-29 07:10:37,2013-09-30 08:52:46,1
8635,52,F,African-American,Greater than 45,Low,Male,0,0.0,1,0,0,2013-12-30 05:17:53,2013-12-31 07:54:52,1
8636,30,F,African-American,25 - 45,Medium,Male,6,-1.0,5,1,1,2013-01-03 11:57:32,2013-01-04 01:32:35,0
8638,31,F,African-American,25 - 45,High,Male,9,0.0,8,1,1,2013-08-15 04:24:41,2013-08-16 03:24:28,0
8639,21,F,African-American,Less than 25,Medium,Female,2,-12.0,6,1,0,2013-04-12 02:01:58,2013-04-24 10:40:53,12
8641,77,M,Caucasian,Greater than 45,Low,Male,1,-1.0,1,0,0,2013-08-18 02:09:06,2013-08-21 08:28:16,3
8642,61,F,Caucasian,Greater than 45,Medium,Male,4,-1.0,6,0,0,2013-10-17 04:38:42,2014-02-13 04:11:09,118
8644,41,M,African-American,25 - 45,Low,Female,0,-1.0,1,0,0,2013-11-21 10:10:58,2013-11-22 09:18:22,0
8646,24,M,Caucasian,Less than 25,Medium,Female,0,-1.0,5,0,0,2013-11-20 06:49:02,2013-11-21 07:48:03,1
8647,34,F,African-American,25 - 45,Low,Female,5,-1.0,3,1,0,2013-04-16 01:11:17,2013-04-17 05:45:35,1
8651,25,M,African-American,25 - 45,Medium,Male,6,-1.0,7,1,1,2013-10-24 11:42:55,2013-10-25 08:15:58,0
8652,30,F,African-American,25 - 45,Low,Male,1,-1.0,1,0,0,2013-03-04 08:57:46,2013-03-05 06:41:10,0
8655,55,F,Caucasian,Greater than 45,Low,Male,1,-1.0,1,1,1,2013-11-07 06:14:28,2013-11-08 09:33:29,1
8657,32,F,Caucasian,25 - 45,Medium,Male,0,-1.0,6,1,1,2014-11-09 06:54:58,2014-11-14 04:55:23,4
8659,53,M,African-American,Greater than 45,Low,Male,5,0.0,2,0,0,2013-05-27 04:31:38,2013-05-29 04:34:47,2
8661,50,M,Caucasian,Greater than 45,Low,Male,1,-1.0,2,0,0,2013-01-20 11:08:11,2013-01-21 01:27:06,0
8665,36,F,African-American,25 - 45,Medium,Male,7,-1.0,6,1,1,2013-05-12 12:06:48,2013-05-13 07:44:18,0
8667,35,F,African-American,25 - 45,High,Male,16,-1.0,8,1,1,2013-02-19 02:00:32,2013-08-29 07:30:53,191
8668,25,M,Caucasian,25 - 45,Low,Female,0,-1.0,3,0,0,2013-12-16 06:31:26,2013-12-18 05:45:00,1
8670,31,M,Caucasian,25 - 45,Medium,Female,2,0.0,6,0,0,2013-04-24 02:55:38,2013-08-19 05:41:56,117
8672,26,F,African-American,25 - 45,Medium,Female,1,-1.0,5,0,0,2013-09-06 07:37:43,2013-09-08 01:45:38,1
8673,25,M,Caucasian,25 - 45,Low,Male,0,-1.0,2,0,0,2013-12-22 10:13:14,2013-12-23 01:09:21,0
8674,32,M,African-American,25 - 45,Low,Male,0,0.0,1,0,0,2013-11-19 03:33:41,2013-11-19 08:58:19,0
8675,40,F,Caucasian,25 - 45,Low,Male,5,-1.0,3,0,0,2013-03-11 11:28:31,2013-03-12 01:07:39,0
8676,35,F,African-American,25 - 45,Low,Male,0,-2.0,3,0,0,2013-04-03 10:17:52,2013-04-04 07:37:40,0
8679,27,F,African-American,25 - 45,Low,Male,2,-1.0,3,0,0,2013-10-01 07:19:17,2013-10-05 01:13:34,3
8681,33,F,African-American,25 - 45,High,Male,12,-1.0,9,1,1,2013-04-06 11:24:26,2013-04-09 08:18:48,2
8683,30,F,Caucasian,25 - 45,Low,Male,2,-22.0,2,0,0,2013-02-07 02:03:50,2013-02-07 08:53:31,0
8684,30,F,African-American,25 - 45,Low,Male,0,0.0,4,0,0,2013-04-14 12:53:38,2013-04-18 09:20:35,3
8685,41,F,African-American,25 - 45,High,Male,19,0.0,8,1,0,2013-04-15 11:09:49,2013-11-21 11:14:00,220
8688,29,F,Caucasian,25 - 45,Medium,Female,0,-3.0,7,0,0,2013-03-08 03:07:49,2013-03-08 08:40:55,0
8694,25,F,Caucasian,25 - 45,Medium,Male,0,-1.0,5,0,0,2013-10-03 12:19:47,2013-10-03 08:07:28,-1
8695,50,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,2013-03-19 09:33:06,2013-03-22 05:52:21,2
8696,35,F,Caucasian,25 - 45,Low,Male,4,-1.0,2,0,0,2013-08-06 08:24:10,2014-01-23 05:55:11,169
8700,37,F,African-American,25 - 45,High,Male,17,0.0,9,1,1,2014-06-11 02:11:22,2014-06-13 02:03:25,1
8701,43,F,African-American,25 - 45,Low,Male,4,-26.0,1,1,1,2013-12-21 12:37:51,2014-01-16 10:14:43,25
8702,29,M,Caucasian,25 - 45,Medium,Male,12,0.0,6,1,1,2013-02-07 02:34:03,2013-03-18 05:25:27,39
8703,61,F,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0,2013-12-03 03:18:00,2013-12-04 09:09:14,1
8705,22,F,African-American,Less than 25,High,Female,4,0.0,9,1,1,2013-09-15 03:07:01,2013-09-17 03:55:23,2
8706,27,F,Caucasian,25 - 45,Low,Male,2,-1.0,4,1,1,2013-09-26 05:04:38,2013-09-27 04:51:32,0
8710,34,M,African-American,25 - 45,Low,Female,1,-21.0,2,0,0,2013-01-16 10:16:43,2013-02-01 05:50:36,15
8715,20,M,African-American,Less than 25,Medium,Female,0,-1.0,7,1,1,2014-01-01 07:41:04,2014-01-02 08:43:28,1
8716,30,M,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,2014-03-30 05:12:07,2014-03-31 01:48:57,0
8717,43,M,African-American,25 - 45,Low,Female,0,-1.0,1,0,0,2013-05-13 11:41:46,2013-05-14 11:59:00,1
8719,51,F,Caucasian,Greater than 45,Low,Male,4,-1.0,1,1,1,2014-02-24 03:07:34,2014-02-25 08:07:31,1
8724,42,F,African-American,25 - 45,High,Male,7,0.0,9,1,1,2014-01-22 03:53:08,2014-01-24 03:36:45,1
8728,24,M,Caucasian,Less than 25,Medium,Female,0,0.0,6,0,0,2013-03-25 01:31:41,2013-03-25 08:43:30,0
8729,36,F,Caucasian,25 - 45,Low,Male,12,-26.0,1,0,0,2014-02-28 03:37:21,2014-03-13 10:56:28,13
8731,39,F,Caucasian,25 - 45,Low,Male,0,-1.0,1,1,1,2014-10-27 09:19:54,2014-10-30 04:23:55,2
8732,32,M,African-American,25 - 45,Medium,Male,2,-1.0,5,0,0,2013-11-19 01:53:21,2013-11-20 08:27:44,1
8735,38,M,African-American,25 - 45,Low,Male,0,0.0,1,0,0,2013-02-09 12:08:28,2013-02-09 01:28:57,-1
8737,27,F,African-American,25 - 45,Medium,Female,8,-23.0,6,1,0,2013-03-12 10:28:38,2013-03-15 11:32:22,3
8741,30,F,Caucasian,25 - 45,Medium,Female,0,-1.0,6,1,1,2013-08-11 08:43:01,2013-08-14 05:34:33,2
8742,43,M,Caucasian,25 - 45,Low,Female,0,-1.0,2,1,1,2013-08-12 04:33:06,2013-08-13 10:05:00,1
8743,30,M,African-American,25 - 45,High,Male,8,-1.0,9,1,1,2013-01-22 06:49:44,2013-01-23 01:35:06,0
8745,26,M,Caucasian,25 - 45,Low,Female,1,-2.0,4,1,0,2013-06-01 08:03:30,2013-06-02 01:57:09,0
8746,37,F,Caucasian,25 - 45,Low,Male,3,-1.0,4,0,0,2014-01-03 11:40:02,2014-02-11 10:50:00,38
8747,25,F,Caucasian,25 - 45,High,Male,5,-1.0,9,1,1,2013-11-12 09:00:02,2013-11-13 01:00:00,0
8748,65,F,Caucasian,Greater than 45,Low,Male,1,-1.0,3,1,1,2014-04-08 01:51:23,2014-04-09 01:10:26,0
8752,29,F,Caucasian,25 - 45,Low,Male,1,-1.0,1,0,0,2013-05-27 09:11:34,2013-05-28 01:48:44,0
8754,32,F,Caucasian,25 - 45,Medium,Male,3,-1.0,5,0,0,2013-01-14 11:55:12,2013-05-15 11:06:59,120
8756,21,F,African-American,Less than 25,High,Male,8,30.0,9,1,1,2014-10-29 07:19:44,2015-06-30 07:07:00,243
8757,21,F,Caucasian,Less than 25,Low,Male,1,-1.0,3,0,0,2013-03-11 06:25:15,2013-03-12 12:35:34,1
8758,47,M,Caucasian,Greater than 45,Low,Male,13,0.0,4,1,1,2013-04-14 03:00:30,2013-06-19 06:52:42,66
8759,36,F,African-American,25 - 45,Low,Female,4,-13.0,2,0,0,2014-01-31 07:43:56,2014-02-01 01:57:00,0
8760,25,F,African-American,25 - 45,Medium,Female,6,24.0,7,1,1,2013-02-11 12:23:24,2013-02-23 12:34:12,12
8761,32,M,Caucasian,25 - 45,Low,Male,4,0.0,2,1,1,2014-04-17 03:02:35,2014-04-18 04:10:58,1
8762,43,F,Caucasian,25 - 45,Low,Male,1,-1.0,1,0,0,2013-01-24 06:36:58,2013-01-25 07:32:50,1
8764,27,F,African-American,25 - 45,Medium,Male,2,-1.0,6,0,0,2013-04-03 04:58:59,2013-08-13 04:48:18,131
8765,26,M,African-American,25 - 45,Low,Male,8,-1.0,4,1,1,2014-07-05 08:35:16,2014-07-31 09:34:44,26
8768,21,F,African-American,Less than 25,Low,Male,1,-22.0,3,0,0,2013-08-21 02:03:31,2013-09-12 11:18:07,22
8773,40,M,African-American,25 - 45,Medium,Male,23,30.0,6,1,1,2013-10-12 10:22:16,2013-11-13 08:08:17,31
8774,38,M,Caucasian,25 - 45,Low,Male,3,0.0,3,0,0,2013-12-15 01:27:41,2013-12-16 08:33:43,1
8775,41,F,African-American,25 - 45,High,Male,7,-1.0,9,0,0,2013-03-26 04:40:53,2013-05-23 06:25:48,58
8776,25,F,Caucasian,25 - 45,High,Male,7,-1.0,10,1,1,2013-01-09 07:19:58,2013-02-21 11:36:48,43
8777,21,F,Caucasian,Less than 25,Low,Male,1,-11.0,4,0,0,2013-12-08 09:52:02,2013-12-19 10:29:04,11
8778,74,M,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0,2013-11-14 03:06:45,2013-11-14 07:37:54,0
8781,41,M,Caucasian,25 - 45,Low,Male,5,-1.0,4,1,1,2013-12-30 08:13:04,2013-12-31 01:42:25,0
8786,30,M,African-American,25 - 45,Low,Male,1,-1.0,2,0,0,2014-01-22 11:51:48,2014-01-24 08:52:16,1
8787,33,F,Caucasian,25 - 45,Medium,Female,3,-2.0,6,1,1,2013-05-16 09:22:15,2013-05-18 06:56:41,1
8789,24,M,Caucasian,Less than 25,Low,Male,2,0.0,2,0,0,2014-03-27 03:28:49,2014-03-27 08:33:05,0
8791,29,M,Caucasian,25 - 45,Medium,Female,0,-1.0,6,0,0,2013-04-03 12:21:25,2013-04-03 01:03:48,-1
8792,42,F,Caucasian,25 - 45,Low,Female,0,-1.0,2,1,1,2014-01-21 09:23:22,2014-01-23 04:19:51,1
8794,30,F,Caucasian,25 - 45,Low,Female,1,0.0,2,0,0,2013-03-31 04:29:09,2013-03-31 07:30:43,0
8797,33,F,African-American,25 - 45,Medium,Male,0,-1.0,5,0,0,2013-08-06 05:28:37,2013-09-20 05:39:05,45
8799,21,F,African-American,Less than 25,Medium,Male,2,-1.0,6,1,1,2014-01-31 12:09:19,2014-02-08 02:22:43,7
8800,41,M,Caucasian,25 - 45,Low,Female,9,2.0,4,1,1,2013-11-06 11:28:26,2013-11-07 03:31:28,0
8802,28,M,African-American,25 - 45,High,Female,5,-1.0,8,0,0,2013-02-16 04:25:52,2013-02-18 04:28:02,2
8805,52,F,African-American,Greater than 45,Low,Female,3,0.0,1,0,0,2014-01-13 02:37:51,2014-01-13 07:46:57,0
8813,25,F,African-American,25 - 45,Low,Male,0,0.0,2,1,1,2014-03-22 02:24:16,2014-06-20 08:29:13,90
8814,27,M,African-American,25 - 45,Low,Female,0,-1.0,3,1,0,2013-05-02 09:32:44,2013-05-03 12:53:32,1
8816,35,F,Caucasian,25 - 45,Low,Male,0,0.0,2,0,0,2013-11-27 12:01:59,2013-11-28 02:20:19,0
8818,40,M,African-American,25 - 45,Low,Male,2,-1.0,3,1,0,2013-09-26 05:51:39,2013-09-27 01:50:53,0
8820,24,M,African-American,Less than 25,High,Male,2,-1.0,9,1,1,2014-09-21 03:02:31,2014-10-15 08:42:14,24
8821,24,F,African-American,Less than 25,High,Male,10,0.0,10,1,1,2013-05-25 02:03:09,2013-05-25 07:33:04,0
8828,50,F,Caucasian,Greater than 45,Low,Male,1,0.0,2,0,0,2013-10-28 01:20:34,2013-11-06 05:46:21,9
8830,21,F,African-American,Less than 25,Medium,Male,1,-1.0,7,1,1,2013-02-14 10:42:43,2013-02-15 10:38:14,0
8832,24,F,African-American,Less than 25,Medium,Male,2,-1.0,5,1,1,2013-02-08 05:47:59,2013-02-09 01:13:33,0
8835,29,M,African-American,25 - 45,Low,Male,3,-1.0,1,0,0,2013-04-16 04:00:42,2013-04-17 10:35:05,1
8838,25,M,Caucasian,25 - 45,Low,Female,0,0.0,4,0,0,2013-08-11 04:08:29,2013-08-12 02:12:13,0
8841,38,F,African-American,25 - 45,Low,Male,0,-1.0,3,1,1,2014-07-11 12:03:03,2014-07-12 07:39:47,0
8842,46,F,Caucasian,Greater than 45,Low,Male,1,-1.0,3,0,0,2013-09-23 12:47:13,2013-10-04 01:57:13,10
8843,33,M,African-American,25 - 45,Medium,Male,9,-28.0,7,1,1,2014-10-27 12:30:23,2014-11-11 02:19:27,14
8847,39,F,African-American,25 - 45,Medium,Female,3,-1.0,5,1,1,2014-10-19 05:15:53,2014-10-20 01:49:13,0
8854,35,F,African-American,25 - 45,Low,Male,4,-1.0,4,0,0,2013-09-04 01:52:20,2013-09-15 02:36:41,11
8855,49,F,Caucasian,Greater than 45,Low,Male,12,-1.0,2,1,1,2014-02-18 05:07:04,2014-02-21 04:17:55,2
8857,27,M,Caucasian,25 - 45,Medium,Male,0,0.0,5,0,0,2013-01-06 04:31:06,2013-01-08 05:20:57,2
8858,22,F,African-American,Less than 25,Medium,Male,2,-1.0,6,0,0,2014-03-22 11:52:10,2014-03-23 08:29:09,0
8859,29,F,African-American,25 - 45,Low,Female,0,-1.0,4,1,1,2014-07-19 05:05:54,2014-07-20 08:08:01,1
8861,31,M,African-American,25 - 45,High,Male,0,-1.0,9,0,0,2014-01-11 06:00:49,2014-01-13 02:58:29,1
8865,65,F,Caucasian,Greater than 45,Low,Female,0,-1.0,1,0,0,2013-04-24 07:03:33,2013-04-25 01:08:21,0
8867,24,F,Caucasian,Less than 25,High,Male,6,0.0,10,0,0,2013-02-23 03:17:40,2013-03-02 08:24:16,7
8869,46,M,African-American,Greater than 45,Low,Male,0,0.0,2,0,0,2013-01-26 07:30:18,2013-01-27 08:32:51,1
8871,20,F,African-American,Less than 25,Low,Male,0,0.0,4,1,1,2014-01-21 12:11:58,2014-01-21 01:27:56,-1
8873,29,F,African-American,25 - 45,High,Male,16,-1.0,10,1,1,2014-07-04 02:04:06,2014-08-06 08:47:16,33
8876,29,F,African-American,25 - 45,Low,Male,7,0.0,3,1,0,2013-02-09 03:34:10,2013-02-11 09:29:51,2
8877,56,F,Caucasian,Greater than 45,Low,Female,3,-1.0,1,0,0,2014-02-03 06:27:36,2014-02-04 01:31:30,0
8879,21,F,African-American,Less than 25,Low,Male,0,0.0,4,0,0,2013-04-07 02:50:45,2013-04-08 04:00:00,1
8881,40,F,African-American,25 - 45,High,Male,0,0.0,10,1,1,2013-01-07 02:33:54,2013-01-11 09:36:33,4
8882,22,M,African-American,Less than 25,High,Male,2,-1.0,9,1,1,2014-02-13 12:25:47,2014-04-09 05:37:42,54
8884,39,M,Caucasian,25 - 45,Low,Male,0,-1.0,1,0,0,2014-01-05 06:33:24,2014-01-06 12:02:21,1
8885,22,F,African-American,Less than 25,High,Male,1,0.0,8,1,1,2013-11-19 12:23:13,2013-11-19 08:18:36,-1
8889,36,F,Caucasian,25 - 45,Low,Male,1,0.0,2,0,0,2014-01-17 02:33:03,2014-01-17 09:43:27,0
8890,30,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,2013-11-22 03:20:19,2013-11-24 02:55:48,1
8893,36,M,African-American,25 - 45,Medium,Male,0,-1.0,6,0,0,2013-09-14 07:15:24,2013-09-16 03:47:12,1
8897,32,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,2013-01-27 06:27:20,2013-01-29 10:59:12,2
8899,34,F,African-American,25 - 45,High,Female,5,-1.0,9,1,1,2014-10-05 11:42:44,2014-10-31 09:09:52,25
8905,52,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,2013-08-03 08:41:11,2013-08-04 08:02:48,0
8906,20,F,Caucasian,Less than 25,High,Male,1,-1.0,10,1,1,2013-12-09 01:36:50,2013-12-22 01:52:00,13
8908,38,M,African-American,25 - 45,Low,Male,5,-1.0,4,0,0,2013-11-30 11:15:26,2013-12-06 02:02:27,5
8909,46,M,Caucasian,Greater than 45,Low,Male,0,0.0,1,0,0,2013-02-13 01:58:51,2013-02-13 07:54:38,0
8910,27,F,African-American,25 - 45,Low,Male,0,-1.0,4,1,1,2014-11-01 09:14:39,2014-11-10 09:14:59,9
8914,20,F,African-American,Less than 25,Low,Male,2,-17.0,3,1,1,2014-10-19 08:57:11,2014-11-04 09:23:44,16
8918,29,F,Caucasian,25 - 45,Low,Female,1,-6.0,2,1,1,2014-04-09 01:12:29,2014-04-10 01:16:55,1
8920,35,F,African-American,25 - 45,Low,Female,7,-1.0,2,1,1,2013-09-04 03:10:30,2013-09-06 04:06:17,2
8921,37,M,Caucasian,25 - 45,Low,Male,1,-1.0,1,1,1,2014-08-09 03:33:07,2014-08-10 09:01:00,1
8922,63,F,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,2013-05-25 11:32:19,2013-05-26 08:33:03,0
8924,27,F,African-American,25 - 45,Low,Male,1,-1.0,4,1,1,2014-08-25 10:18:43,2014-08-26 08:44:24,0
8925,27,F,African-American,25 - 45,Medium,Male,0,-1.0,5,0,0,2014-01-28 01:58:14,2014-01-31 08:36:08,3
8926,24,M,African-American,Less than 25,Medium,Male,2,0.0,6,1,1,2013-01-14 04:26:32,2013-01-14 08:35:41,0
8933,25,F,Caucasian,25 - 45,High,Male,4,0.0,10,1,1,2013-05-20 03:24:29,2013-06-22 05:44:52,33
8936,27,M,African-American,25 - 45,Low,Male,0,0.0,1,0,0,2013-09-07 01:01:09,2013-09-08 04:02:48,1
8938,48,M,African-American,Greater than 45,Medium,Female,0,-1.0,5,0,0,2014-01-12 10:49:59,2014-01-22 08:49:33,9
8939,26,M,African-American,25 - 45,Low,Female,1,-23.0,4,0,0,2014-01-04 11:01:26,2014-01-05 04:59:52,0
8941,23,F,Caucasian,Less than 25,Medium,Male,1,-20.0,5,1,1,2013-04-11 02:10:37,2013-04-30 07:29:15,19
8942,22,M,Caucasian,Less than 25,Low,Male,3,0.0,4,1,1,2014-05-05 01:12:47,2014-05-05 07:50:14,0
8944,41,F,African-American,25 - 45,Low,Male,0,-1.0,1,0,0,2013-03-19 11:12:30,2013-03-23 01:04:00,3
8945,21,F,African-American,Less than 25,Medium,Male,0,-1.0,7,0,0,2013-01-14 03:40:11,2013-01-15 01:09:24,0
8949,39,M,African-American,25 - 45,Medium,Female,3,-1.0,6,0,0,2013-01-26 05:18:10,2013-01-28 06:53:55,2
8954,46,M,Caucasian,Greater than 45,Low,Male,0,-1.0,1,0,0,2013-12-30 11:43:47,2013-12-31 01:41:52,0
8960,36,F,African-American,25 - 45,Low,Male,2,-1.0,4,1,1,2013-03-14 04:27:17,2013-04-30 07:29:24,47
8962,32,M,Caucasian,25 - 45,Low,Male,0,-1.0,3,0,0,2014-01-04 12:57:21,2014-01-05 02:30:43,0
8964,38,M,African-American,25 - 45,Low,Male,17,-1.0,4,1,1,2014-03-22 05:44:03,2014-03-23 09:10:59,1
8969,22,F,African-American,Less than 25,Medium,Male,1,-1.0,5,1,1,2014-09-14 08:51:02,2014-09-19 08:55:55,5
8970,69,M,Caucasian,Greater than 45,Low,Male,0,-7.0,1,1,1,2014-09-15 10:08:39,2014-09-18 04:15:00,2
8971,26,F,African-American,25 - 45,Low,Male,2,-23.0,4,0,0,2014-02-08 07:11:12,2014-02-09 01:26:52,0
8972,27,M,African-American,25 - 45,Medium,Female,1,-1.0,6,1,1,2014-02-04 08:32:01,2014-02-20 09:14:15,16
8974,22,F,African-American,Less than 25,High,Male,2,-1.0,8,1,0,2013-04-29 04:28:02,2013-04-30 07:17:44,1
8976,43,F,Caucasian,25 - 45,Low,Female,0,0.0,1,0,0,2013-12-22 02:32:05,2013-12-23 01:40:39,0
